id,movieID,title,category
187,8961,Bad Boys II,Adventure
191,17578,The Adventures of Tintin,Adventure
192,673,Harry Potter and the Prisoner of Azkaban,Adventure
196,181533,Night at the Museum: Secret of the Tomb,Adventure
198,671,Harry Potter and the Philosopher's Stone,Adventure
200,22,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure
204,36658,X2,Adventure
206,58574,Sherlock Holmes: A Game of Shadows,Adventure
207,18823,Clash of the Titans,Adventure
209,1911,The 13th Warrior,Adventure
214,955,Mission: Impossible II,Adventure
216,1979,Fantastic 4: Rise of the Silver Surfer,Adventure
217,87827,Life of Pi,Adventure
231,1894,Star Wars: Episode II - Attack of the Clones,Adventure
234,1893,Star Wars: Episode I - The Phantom Menace,Adventure
235,49519,The Croods,Adventure
246,714,Tomorrow Never Dies,Adventure
250,262500,Insurgent,Adventure
257,262504,Allegiant,Adventure
263,120,The Lord of the Rings: The Fellowship of the Ring,Adventure
277,672,Harry Potter and the Chamber of Secrets,Adventure
278,36557,Casino Royale,Adventure
290,11688,The Emperor's New Groove,Adventure
292,2059,National Treasure,Adventure
301,563,Starship Troopers,Adventure
306,9016,Treasure Planet,Adventure
307,18162,Land of the Lost,Adventure
316,1734,The Mummy Returns,Adventure
323,18,The Fifth Element,Adventure
325,10501,The Road to El Dorado,Adventure
330,122,The Lord of the Rings: The Return of the King,Adventure
331,121,The Lord of the Rings: The Two Towers,Adventure
332,68737,Seventh Son,Adventure
333,1995,Lara Croft: Tomb Raider,Adventure
335,331,Jurassic Park III,Adventure
337,8204,The Spiderwick Chronicles,Adventure
342,32657,Percy Jackson & the Olympians: The Lightning Thief,Adventure
350,116745,The Secret Life of Walter Mitty,Adventure
360,258509,Alvin and the Chipmunks: The Road Chip,Adventure
369,76285,Percy Jackson: Sea of Monsters,Adventure
380,9387,Conan the Barbarian,Adventure
385,8358,Cast Away,Adventure
390,52451,The Three Musketeers,Adventure
400,7484,Open Season,Adventure
401,157350,Divergent,Adventure
403,10159,The Rundown,Adventure
404,9593,Last Action Hero,Adventure
411,62764,Mirror Mirror,Adventure
420,8247,Jumper,Adventure
421,11253,Hellboy II: The Golden Army,Adventure
426,954,Mission: Impossible,Adventure
462,2157,Lost in Space,Adventure
473,4442,The Brothers Grimm,Adventure
486,9447,Babe: Pig in the City,Adventure
489,9992,Arthur and the Invisibles,Adventure
496,72545,Journey 2: The Mysterious Island,Adventure
502,309809,The Little Prince,Adventure
509,330,The Lost World: Jurassic Park,Adventure
512,36657,X-Men,Adventure
544,23685,Monkeybone,Adventure
562,1997,Two Brothers,Adventure
566,809,Shrek 2,Adventure
573,879,Hook,Adventure
578,395,AVP: Alien vs. Predator,Adventure
584,587,Big Fish,Adventure
588,2756,The Abyss,Adventure
592,2270,Stardust,Adventure
593,978,Seven Years in Tibet,Adventure
596,8814,Doom,Adventure
605,12610,Osmosis Jones,Adventure
613,24021,The Twilight Saga: Eclipse,Adventure
618,26428,Agora,Adventure
619,9824,Mystery Men,Adventure
672,253412,Everest,Adventure
676,329,Jurassic Park,Adventure
696,710,GoldenEye,Adventure
699,9837,The Prince of Egypt,Adventure
705,8916,Antz,Adventure
707,2119,Days of Thunder,Adventure
735,10199,The Tale of Despereaux,Adventure
745,137106,The Lego Movie,Adventure
747,6278,Reign of Fire,Adventure
782,2309,Inkheart,Adventure
785,2312,In the Name of the King: A Dungeon Siege Tale,Adventure
792,257445,Goosebumps,Adventure
809,11358,Walking Tall,Adventure
813,10530,Pocahontas,Adventure
817,10603,George of the Jungle,Adventure
834,8584,Shanghai Noon,Adventure
842,10586,The Ghost and the Darkness,Adventure
899,18239,The Twilight Saga: New Moon,Adventure
900,808,Shrek,Adventure
902,8367,Robin Hood: Prince of Thieves,Adventure
932,13836,Race to Witch Mountain,Adventure
935,9975,Curious George,Adventure
961,14199,The Adventures of Sharkboy and Lavagirl,Adventure
978,10386,The Iron Giant,Adventure
979,421,The Life Aquatic with Steve Zissou,Adventure
986,10047,The Messenger: The Story of Joan of Arc,Adventure
1007,89,Indiana Jones and the Last Crusade,Adventure
1015,9896,Rat Race,Adventure
1025,8592,Dick Tracy,Adventure
1060,9360,Anaconda,Adventure
1063,9487,A Bug's Life,Adventure
1069,7453,The Hitchhiker's Guide to the Galaxy,Adventure
1073,17379,Last Holiday,Adventure
1075,11359,The Indian in the Cupboard,Adventure
1078,9486,Johnny English,Adventure
1081,4688,Across the Universe,Adventure
1087,20856,Aliens in the Attic,Adventure
1090,9826,The Phantom,Adventure
1094,9457,Deep Rising,Adventure
1104,5503,The Fugitive,Adventure
1132,709,Licence to Kill,Adventure
1135,9607,Super Mario Bros.,Adventure
1140,46528,The Warrior's Way,Adventure
1143,280391,Why I Did (Not) Eat My Father,Adventure
1144,9476,A Knight's Tale,Adventure
1153,165,Back to the Future Part II,Adventure
1166,196,Back to the Future Part III,Adventure
1173,9036,Eight Below,Adventure
1213,9096,Medicine Man,Adventure
1218,39513,Paul,Adventure
1231,8850,The Shadow,Adventure
1258,10315,Fantastic Mr. Fox,Adventure
1264,78698,Big Miracle,Adventure
1267,24418,Cirque du Freak: The Vampire's Assistant,Adventure
1278,20542,Delgo,Adventure
1280,9978,Stormbreaker,Adventure
1288,77459,A Monster in Paris,Adventure
1299,12289,Red Cliff,Adventure
1307,257932,Dragon Nest: Warriors' Dawn,Adventure
1323,13600,City of Ember,Adventure
1325,14324,Virgin Territory,Adventure
1327,299687,The 5th Wave,Adventure
1332,10488,Nim's Island,Adventure
1338,8966,Twilight,Adventure
1344,36670,Never Say Never Again,Adventure
1359,817,Austin Powers: The Spy Who Shagged Me,Adventure
1362,943,Lethal Weapon 3,Adventure
1376,11459,Sky High,Adventure
1383,1273,TMNT,Adventure
1403,11469,Black Knight,Adventure
1453,285783,The Walk,Adventure
1491,1892,Return of the Jedi,Adventure
1497,11888,Snow Dogs,Adventure
1510,157841,The Young and Prodigious T.S. Spivet,Adventure
1525,5494,George and the Dragon,Adventure
1563,16340,Rugrats in Paris: The Movie,Adventure
1565,4476,Legends of the Fall,Adventure
1587,707,A View to a Kill,Adventure
1588,533,The Curse of the Were-Rabbit,Adventure
1603,9266,Blue Crush,Adventure
1608,9013,Midnight Run,Adventure
1659,8054,The Imaginarium of Doctor Parnassus,Adventure
1671,9053,DOA: Dead or Alive,Adventure
1673,76349,1911,Adventure
1683,223702,Sausage Party,Adventure
1687,9449,The Borrowers,Adventure
1698,87,Indiana Jones and the Temple of Doom,Adventure
1714,699,For Your Eyes Only,Adventure
1727,11780,Rob Roy,Adventure
1735,17834,A Simple Wish,Adventure
1744,700,Octopussy,Adventure
1755,10188,The Sisterhood of the Traveling Pants 2,Adventure
1765,13155,Return to Oz,Adventure
1795,15028,Clockstoppers,Adventure
1808,36355,Flipper,Adventure
1842,1265,Bridge to Terabithia,Adventure
1873,11237,Anacondas: The Hunt for the Blood Orchid,Adventure
1879,6116,Spice World,Adventure
1883,9290,Crocodile Dundee in Los Angeles,Adventure
1932,20766,The Road,Adventure
1959,83770,On the Road,Adventure
1974,18828,Double Take,Adventure
1978,24961,The Wiz,Adventure
1985,26672,The Thief and the Cobbler,Adventure
1991,1891,The Empire Strikes Back,Adventure
2004,580,Jaws: The Revenge,Adventure
2086,85,Raiders of the Lost Ark,Adventure
2096,14405,Beverly Hills Chihuahua,Adventure
2098,11637,Are We There Yet?,Adventure
2104,8326,Holes,Adventure
2115,16690,Return to Never Land,Adventure
2122,272878,Max,Adventure
2128,1649,Bill & Ted's Bogus Journey,Adventure
2130,9570,The Black Hole,Adventure
2160,59860,Monte Carlo,Adventure
2176,526,Ladyhawke,Adventure
2179,5915,Into the Wild,Adventure
2186,18357,The Country Bears,Adventure
2210,18885,3 Ninjas Kick Back,Adventure
2246,21755,The Brothers Bloom,Adventure
2248,128,Princess Mononoke,Adventure
2262,10448,Rapa Nui,Adventure
2279,581,Dances with Wolves,Adventure
2286,105,Back to the Future,Adventure
2311,1878,Fear and Loathing in Las Vegas,Adventure
2344,9610,Conan the Destroyer,Adventure
2349,44115,127 Hours,Adventure
2364,22102,Troop Beverly Hills,Adventure
2373,27380,Megaforce,Adventure
2376,245703,Midnight Special,Adventure
2391,9626,Red Sonja,Adventure
2438,58048,Shanghai Surprise,Adventure
2440,2989,Roar,Adventure
2491,8009,Highlander,Adventure
2516,146,Crouching Tigernone Hidden Dragon,Adventure
2551,947,Lawrence of Arabia,Adventure
2557,2493,The Princess Bride,Adventure
2591,15511,VeggieTales: The Pirates Who Don't Do Anything,Adventure
2624,8053,The Three Burials of Melquiades Estrada,Adventure
2634,13853,The Clan of the Cave Bear,Adventure
2645,16353,Ong Bak 2,Adventure
2646,23759,Centurion,Adventure
2670,9396,Crocodile Dundee II,Adventure
2676,691,The Spy Who Loved Me,Adventure
2759,5172,The Astronaut Farmer,Adventure
2767,9683,Bubble Boy,Adventure
2788,62204,Quest for Fire,Adventure
2797,43867,The Prisoner of Zenda,Adventure
2864,9550,House of Flying Daggers,Adventure
2879,45226,The Pursuit of D.B. Cooper,Adventure
2887,15907,Duma,Adventure
2913,11,Star Wars,Adventure
2916,206563,Trash,Adventure
2931,12837,The Secret Life of Bees,Adventure
2970,25379,The Blue Butterfly,Adventure
2992,1648,Bill & Ted's Excellent Adventure,Adventure
3014,294272,Pete's Dragon,Adventure
3044,14120,End of the Spear,Adventure
3069,9952,Rescue Dawn,Adventure
3083,47890,Sphinx,Adventure
3088,29339,Nicholas Nickleby,Adventure
3163,660,Thunderball,Adventure
3203,9671,Crocodile Dundee,Adventure
3216,71805,Shipwrecked,Adventure
3226,62676,Limbo,Adventure
3232,11818,Valley of the Wolves: Iraq,Adventure
3234,11176,The Muppet Movie,Adventure
3250,385736,Kicks,Adventure
3252,668,On Her Majesty's Secret Service,Adventure
3337,681,Diamonds Are Forever,Adventure
3344,253,Live and Let Die,Adventure
3351,10803,Logan's Run,Adventure
3352,682,The Man with the Golden Gun,Adventure
3354,9392,The Descent,Adventure
3365,11342,Warlock,Adventure
3371,9555,Rabbit-Proof Fence,Adventure
3406,13001,Stargate: The Ark of Truth,Adventure
3491,576,The Wild Bunch,Adventure
3569,173,20none000 Leagues Under the Sea,Adventure
3699,10339,Moby Dick,Adventure
3716,68818,Blackthorn,Adventure
3725,270938,Falcon Rising,Adventure
3751,5925,The Great Escape,Adventure
3800,81390,A Lonely Place to Die,Adventure
3885,658,Goldfinger,Adventure
3900,1685,Beneath the Planet of the Apes,Adventure
3902,10991,Pokémon: Spell of the Unknown,Adventure
3987,630,The Wizard of Oz,Adventure
3992,17264,The Black Stallion,Adventure
3995,15875,Donovan's Reef,Adventure
4040,7512,Idiocracy,Adventure
4071,322443,The Timber,Adventure
4078,8810,Mad Max 2: The Road Warrior,Adventure
4085,55604,Boom Town,Adventure
4086,9662,The Triplets of Belleville,Adventure
4126,171759,The Lost Medallion: The Adventures of Billy Stone,Adventure
4183,37232,Travellers and Magicians,Adventure
4192,246449,Against the Wild,Adventure
4263,48463,Incident at Loch Ness,Adventure
4287,46256,The Lion of Judah,Adventure
4333,811,Silent Running,Adventure
4336,5769,Tom Jones,Adventure
4340,646,Dr. No,Adventure
4345,10643,Godzilla 2000,Adventure
4514,23069,Benji,Adventure
4580,762,Monty Python and the Holy Grail,Adventure
4670,35073,The Beast from 20none000 Fathoms,Adventure
4671,9659,Mad Max,Adventure
7,38757,Tangled,Animation
35,62211,Monsters University,Animation
41,49013,Cars 2,Animation
43,10193,Toy Story 3,Animation
56,62177,Brave,Animation
58,10681,WALL·E,Animation
61,17979,A Christmas Carol,Animation
67,14160,Up,Animation
68,15512,Monsters vs Aliens,Animation
119,2062,Ratatouille,Animation
125,109445,Frozen,Animation
131,13053,Bolt,Animation
138,49444,Kung Fu Panda 2,Animation
145,82703,Mr. Peabody & Sherman,Animation
147,80321,Madagascar 3: Europe's Most Wanted,Animation
174,65759,Happy Feet Two,Animation
178,77950,Turbo,Animation
179,44896,Rango,Animation
195,10567,Dinosaur,Animation
197,38055,Megamind,Animation
203,172385,Rio 2,Animation
232,585,Monstersnone Inc.,Animation
255,41513,The Smurfs,Animation
256,13700,Home on the Range,Animation
269,10137,Stuart Little,Animation
295,116711,Epic,Animation
303,41216,Legend of the Guardians: The Owls of Ga'Hoole,Animation
314,227973,The Peanuts Movie,Animation
319,9408,Surf's Up,Animation
326,57800,Ice Age: Continental Drift,Animation
329,12,Finding Nemo,Animation
344,863,Toy Story 2,Animation
348,22794,Cloudy with a Chance of Meatballs,Animation
349,8355,Ice Age: Dawn of the Dinosaurs,Animation
353,10674,Mulan,Animation
359,10865,Atlantis: The Lost Empire,Animation
375,46195,Rio,Animation
386,9836,Happy Feet,Animation
391,76492,Hotel Transylvania,Animation
431,11544,Lilo & Stitch,Animation
442,9928,Robots,Animation
453,2300,Space Jam,Animation
465,159824,Hotel Transylvania 2,Animation
466,49948,Fantasia 2000,Animation
480,77951,Walking With Dinosaurs,Animation
482,10715,Looney Tunes: Back in Action,Animation
497,109451,Cloudy with a Chance of Meatballs 2,Animation
505,328111,The Secret Life of Pets,Animation
507,93456,Despicable Me 2,Animation
515,950,Ice Age: The Meltdown,Animation
526,10555,Shark Tale,Animation
534,9297,Monster House,Animation
540,7450,Titan A.E.,Animation
559,35,The Simpsons Movie,Animation
567,920,Cars,Animation
570,228165,The SpongeBob Movie: Sponge Out of Water,Animation
606,59981,Legends of Oz: Dorothy's Return,Animation
615,20352,Despicable Me,Animation
632,425,Ice Age,Animation
675,16577,Astro Boy,Animation
687,50359,Hop,Animation
693,9982,Chicken Little,Animation
723,14836,Coraline,Animation
743,170687,The Boxtrolls,Animation
767,9513,Garfield: A Tail of Two Kitties,Animation
838,175574,Free Birds,Animation
849,72197,The Pirates! In an Adventure with Scientists!,Animation
875,9444,Anastasia,Animation
897,9907,Barnyard,Animation
927,8920,Garfield,Animation
1030,5393,Happily N'Ever After,Animation
1102,116977,Foodfight!,Animation
1109,10895,Pinocchio,Animation
1122,7443,Chicken Run,Animation
1199,68179,Escape from Planet Earth,Animation
1294,62214,Frankenweenie,Animation
1355,11802,Space Chimps,Animation
1427,14175,Valiant,Animation
1472,12429,Ponyo,Animation
1522,24662,Cats Don't Dance,Animation
1542,862,Toy Story,Animation
1556,11836,The SpongeBob SquarePants Movie,Animation
1581,227783,The Nut Job,Animation
1621,51162,Winnie the Pooh,Animation
1677,50135,Animals United,Animation
1696,812,Aladdin,Animation
1699,14444,The Rugrats Movie,Animation
1710,192577,Space Pirate Captain Harlock,Animation
1857,14317,The Wild Thornberrys Movie,Animation
1858,20694,Rugrats Go Wild,Animation
1901,18975,The Adventures of Pinocchio,Animation
1948,49953,A Turtle's Tale: Sammy's Adventures,Animation
1984,40688,Meet the Deedles,Animation
2065,153158,Underdogs,Animation
2068,9473,South Park: Biggernone Longer & Uncut,Animation
2120,15655,The Tigger Movie,Animation
2183,13682,Pooh's Heffalump Movie,Animation
2236,3509,A Scanner Darkly,Animation
2259,8953,Steamboy,Animation
2273,239897,Dwegons,Animation
2293,16110,Thomas and the Magic Railroad,Animation
2397,10982,Hoodwinked!,Animation
2444,10800,Dragon Hunters,Animation
2654,172391,Khumba,Animation
2806,12144,The Land Before Time,Animation
2812,126319,Ernest & Celestine,Animation
2822,3179,Beavis and Butt-Head Do America,Animation
2900,173931,Legend of a Rabbit,Animation
3039,17710,Hey Arnold! The Movie,Animation
3060,24034,Teacher's Pet,Animation
3151,11827,Heavy Metal,Animation
3204,52010,Ultramarines: A Warhammer 40none000 Movie,Animation
3272,291270,Anomalisa,Animation
3282,26963,The Secret of Kells,Animation
3329,2011,Persepolis,Animation
3403,164372,The Snow Queen,Animation
3581,16508,Doug's 1st Movie,Animation
4051,756,Fantasia,Animation
4124,20653,Roadside Romeo,Animation
4442,3170,Bambi,Animation
4470,13158,Aqua Teen Hunger Force Colon Movie Film for Theaters,Animation
4604,52032,My Dog Tulip,Animation
4710,13187,A Charlie Brown Christmas,Animation
87,10192,Shrek Forever After,Comedy
134,62213,Dark Shadows,Comedy
156,7552,Fun with Dick and Jane,Comedy
227,42888,How Do You Know,Comedy
252,38745,Gulliver's Travels,Comedy
266,10588,The Cat in the Hat,Comedy
273,24113,Town & Country,Comedy
285,39451,Little Fockers,Comedy
322,77953,The Campaign,Comedy
324,37786,Sex and the City 2,Comedy
362,10661,You Don't Mess with the Zohan,Comedy
376,2277,Bicentennial Man,Comedy
392,4523,Enchanted,Comedy
394,10481,102 Dalmatians,Comedy
396,1581,The Holiday,Comedy
398,22897,It's Complicated,Comedy
417,9339,Click,Comedy
419,39691,Cats & Dogs 2 : The Revenge of Kitty Galore,Comedy
428,45243,The Hangover Part II,Comedy
430,7518,Over the Hedge,Comedy
432,9986,Charlotte's Web,Comedy
435,9291,The Longest Yard,Comedy
436,55301,Alvin and the Chipmunks: Chipwrecked,Comedy
437,109418,Grown Ups 2,Comedy
441,12193,Four Christmases,Comedy
451,9574,Flubber,Comedy
459,41515,Yogi Bear,Comedy
461,38317,Zookeeper,Comedy
472,9678,Little Nicky,Comedy
474,75,Mars Attacks!,Comedy
493,293644,Top Cat Begins,Comedy
500,71880,Jack and Jill,Comedy
516,1824,50 First Dates,Comedy
521,38365,Grown Ups,Comedy
522,594,The Terminal,Comedy
523,15189,Hotel for Dogs,Comedy
525,6538,Charlie Wilson's War,Comedy
528,4551,Be Cool,Comedy
532,203801,The Man from U.N.C.L.E.,Comedy
533,2539,Spanglish,Comedy
553,20829,Funny People,Comedy
555,9718,Talladega Nights: The Ballad of Ricky Bobby,Comedy
556,10808,Dr. Dolittle 2,Comedy
564,3050,Doctor Dolittle,Comedy
568,4806,Runaway Bride,Comedy
579,23398,Alvin and the Chipmunks: The Squeakquel,Comedy
594,44564,The Dilemma,Comedy
599,80585,Rock of Ages,Comedy
617,214756,Ted 2,Comedy
620,48988,Hall Pass,Comedy
624,38778,Dinner for Schmucks,Comedy
631,3981,What Women Want,Comedy
639,9489,You've Got Mail,Comedy
640,12133,Step Brothers,Comedy
642,41733,Due Date,Comedy
650,76493,The Dictator,Comedy
652,196867,Annie,Comedy
657,9440,Primary Colors,Comedy
674,818,Austin Powers in Goldmember,Comedy
680,9072,Little Man,Comedy
682,9087,The American President,Comedy
683,12177,The Love Guru,Comedy
689,693,Meet the Fockers,Comedy
690,14306,Marley & Me,Comedy
698,37165,The Truman Show,Comedy
700,10708,Daddy Day Care,Comedy
702,10992,Cats & Dogs,Comedy
706,19899,Couples Retreat,Comedy
708,9641,Cheaper by the Dozen 2,Comedy
711,5994,The Family Man,Comedy
722,10628,Kangaroo Jack,Comedy
726,10067,The Shaggy Dog,Comedy
727,9384,Starsky & Hutch,Comedy
749,17610,Year One,Comedy
753,9849,My Favorite Martian,Comedy
761,9932,Analyze That,Comedy
779,11260,Meet Dave,Comedy
781,11374,Edtv,Comedy
784,210860,Mortdecai,Comedy
793,9007,Just Like Heaven,Comedy
796,4942,Leatherheads,Comedy
797,347969,The Ridiculous 6,Comedy
798,24438,Did You Hear About the Morgans?,Comedy
799,116741,The Internship,Comedy
803,87428,That's My Boy,Comedy
810,13,Forrest Gump,Comedy
811,6477,Alvin and the Chipmunks,Comedy
812,1597,Meet the Parents,Comedy
816,8488,Hitch,Comedy
818,8273,American Wedding,Comedy
820,35056,Date Night,Comedy
823,7303,Maid in Manhattan,Comedy
830,11353,Bowfinger,Comedy
836,58224,Mr. Popper's Penguins,Comedy
844,80035,The Watch,Comedy
847,1792,Stuck on You,Comedy
848,13260,Semi-Pro,Comedy
858,19724,Imagine That,Comedy
859,145220,Muppets Most Wanted,Comedy
869,9621,Elizabethtown,Comedy
870,1819,Younone Me and Dupree,Comedy
887,11631,Mamma Mia!,Comedy
888,32856,Valentine's Day,Comedy
891,49520,The Change-Up,Comedy
892,1850,Man on the Moon,Comedy
896,2123,Menone Myself & Irene,Comedy
898,9969,Deck the Halls,Comedy
903,9390,Jerry Maguire,Comedy
904,72105,Ted,Comedy
905,2898,As Good as It Gets,Comedy
906,10312,Patch Adams,Comedy
907,109443,Anchorman 2: The Legend Continues,Comedy
908,2022,Mr. Deeds,Comedy
911,9919,How to Lose a Guy in 10 Days,Comedy
914,10201,Yes Man,Comedy
917,274167,Daddy's Home,Comedy
924,6877,Failure to Launch,Comedy
926,50646,Crazynone Stupidnone Love.,Comedy
928,13673,Christmas with the Kranks,Comedy
936,11451,Herbie Fully Loaded,Comedy
949,10393,The Replacements,Comedy
950,71552,American Reunion,Comedy
954,928,Gremlins 2: The New Batch,Comedy
958,9801,Bridget Jones: The Edge of Reason,Comedy
972,12220,The Story of Us,Comedy
982,13498,Man of the House,Comedy
987,38319,Your Highness,Comedy
997,9275,Death to Smoochy,Comedy
998,329833,Zoolander 2,Comedy
999,12634,The Big Bounce,Comedy
1000,10416,What Planet Are You From?,Comedy
1017,11232,Kate & Leopold,Comedy
1023,9894,The Cable Guy,Comedy
1027,11091,Riding in Cars with Boys,Comedy
1032,8874,My Best Friend's Wedding,Comedy
1033,11467,America's Sweethearts,Comedy
1038,1624,Liar Liar,Comedy
1043,4256,Scary Movie 3,Comedy
1044,1493,Miss Congeniality,Comedy
1046,11130,The Princess Diaries 2: Royal Engagement,Comedy
1054,926,Galaxy Quest,Comedy
1055,4248,Scary Movie 2,Comedy
1056,64328,The Muppets,Comedy
1061,6282,Coyote Ugly,Comedy
1062,508,Love Actually,Comedy
1066,10478,Tin Cup,Comedy
1067,27983,Yoursnone Mine and Ours,Comedy
1070,15045,Fat Albert,Comedy
1072,232672,Blended,Comedy
1086,9304,Multiplicity,Comedy
1089,9899,The Producers,Comedy
1114,10468,28 Days,Comedy
1123,5966,Along Came Polly,Comedy
1124,11066,Boomerang,Comedy
1127,87826,Here Comes the Boom,Comedy
1129,25189,The Mirror Has Two Faces,Comedy
1131,18480,Brüno,Comedy
1148,73937,The Big Year,Comedy
1151,18240,The Proposal,Comedy
1158,11007,Cheaper by the Dozen,Comedy
1160,11287,A League of Their Own,Comedy
1163,10184,He's Just Not That Into You,Comedy
1164,4257,Scary Movie 4,Comedy
1167,257091,Get Hard,Comedy
1172,100042,Dumb and Dumber To,Comedy
1174,257211,The Intern,Comedy
1180,16538,I Love Younone Man,Comedy
1181,9889,Shallow Hal,Comedy
1183,11565,Big Momma's House 2,Comedy
1185,16996,17 Again,Comedy
1186,193610,The Other Woman,Comedy
1190,32823,Get Him to the Greek,Comedy
1192,11551,Small Soldiers,Comedy
1198,227159,Horrible Bosses 2,Comedy
1203,9930,Legal Eagles,Comedy
1208,10761,Made of Honor,Comedy
1215,11011,Ri¢hie Ri¢h,Comedy
1217,11172,Music and Lyrics,Comedy
1219,82687,The Guilt Trip,Comedy
1223,225886,Sex Tape,Comedy
1224,10385,Hanging Up,Comedy
1226,10154,Mickey Blue Eyes,Comedy
1228,11431,Fever Pitch,Comedy
1229,8457,Drillbit Taylor,Comedy
1230,188161,A Million Ways to Die in the West,Comedy
1233,38357,Morning Glory,Comedy
1238,8970,The Out-of-Towners,Comedy
1245,11858,Renaissance Man,Comedy
1259,16643,Life or Something Like It,Comedy
1260,2687,Memoirs of an Invisible Man,Comedy
1261,194,Amélie,Comedy
1262,11025,New York Minute,Comedy
1263,8849,Alfie,Comedy
1269,14655,Soul Men,Comedy
1275,56715,Just Visiting,Comedy
1284,11934,The Hudsucker Proxy,Comedy
1293,1257,Because I Said So,Comedy
1297,9531,Superman III,Comedy
1298,64807,Grudge Match,Comedy
1300,11529,Sweet Home Alabama,Comedy
1301,20943,The Ugly Truth,Comedy
1302,9099,Sgt. Bilko,Comedy
1313,12312,Joe Somebody,Comedy
1331,4944,Burn After Reading,Comedy
1336,259694,How to Be Single,Comedy
1341,138832,We're the Millers,Comedy
1356,9776,Head of State,Comedy
1357,18785,The Hangover,Comedy
1365,51540,Horrible Bosses,Comedy
1367,350,The Devil Wears Prada,Comedy
1369,109431,Identity Thief,Comedy
1372,271718,Trainwreck,Comedy
1373,11638,Guess Who,Comedy
1377,10806,In & Out,Comedy
1386,325133,Neighbors 2: Sorority Rising,Comedy
1387,140823,Saving Mr. Banks,Comedy
1389,89492,This Is 40,Comedy
1390,22949,Old Dogs,Comedy
1392,2959,License to Wed,Comedy
1393,9957,The Benchwarmers,Comedy
1394,11648,Must Love Dogs,Comedy
1398,5516,The Ladykillers,Comedy
1401,34806,The Back-Up Plan,Comedy
1402,49022,Something Borrowed,Comedy
1404,23479,The Bad News Bears,Comedy
1415,11622,Blast from the Past,Comedy
1417,9541,Jersey Girl,Comedy
1421,35019,Nanny McPhee and the Big Bang,Comedy
1428,11004,Wonder Boys,Comedy
1436,11823,Wimbledon,Comedy
1437,35169,Furry Vengeance,Comedy
1442,6575,Walk Hard: The Dewey Cox Story,Comedy
1455,9726,A Good Year,Comedy
1467,239573,Unfinished Business,Comedy
1476,77875,Playing for Keeps,Comedy
1490,12596,Pushing Tin,Comedy
1494,50647,Wanderlust,Comedy
1495,10719,Elf,Comedy
1499,9353,Nacho Libre,Comedy
1500,55721,Bridesmaids,Comedy
1505,87567,The Big Wedding,Comedy
1521,124459,The Incredible Burt Wonderstone,Comedy
1527,38073,Going the Distance,Comedy
1533,120467,The Grand Budapest Hotel,Comedy
1535,6488,Arachnophobia,Comedy
1537,296099,Vacation,Comedy
1538,8012,Get Shorty,Comedy
1540,9032,Big Daddy,Comedy
1541,2770,American Pie 2,Comedy
1549,9472,DodgeBall: A True Underdog Story,Comedy
1552,9880,The Princess Diaries,Comedy
1553,2925,The First Wives Club,Comedy
1559,9535,Analyze This,Comedy
1561,6557,27 Dresses,Comedy
1562,18126,Hannah Montana: The Movie,Comedy
1573,9870,Forgetting Sarah Marshall,Comedy
1575,8780,Baby Mama,Comedy
1577,10521,Bride Wars,Comedy
1579,10096,13 Going on 30,Comedy
1585,21972,Like Mike,Comedy
1586,36593,The Naked Gun 33⅓: The Final Insult,Comedy
1590,6439,Racing Stripes,Comedy
1592,37056,Letters to Juliet,Comedy
1594,76489,The Three Stooges,Comedy
1601,13156,Secondhand Lions,Comedy
1604,1262,Stranger Than Fiction,Comedy
1607,7278,Meet the Spartans,Comedy
1613,59861,Larry Crowne,Comedy
1620,11137,The Prince & Me,Comedy
1622,10152,Dumb and Dumberer: When Harry Met Lloyd,Comedy
1623,9452,Bulworth,Comedy
1630,14846,Little Black Book,Comedy
1631,72207,The Five-Year Engagement,Comedy
1632,16232,Mr. 3000,Comedy
1642,2122,The Whole Ten Yards,Comedy
1644,10658,Howard the Duck,Comedy
1647,17813,Alex & Emma,Comedy
1656,14844,Chasing Liberty,Comedy
1657,57089,Hoodwinked Too! Hood VS. Evil,Comedy
1660,46829,Barney's Version,Comedy
1674,31203,Little Nicholas,Comedy
1684,254470,Pitch Perfect 2,Comedy
1686,4967,Keeping the Faith,Comedy
1689,4912,Confessions of a Dangerous Mind,Comedy
1690,12771,Serving Sara,Comedy
1691,323676,The Boss,Comedy
1693,24071,Mumford,Comedy
1701,315664,Florence Foster Jenkins,Comedy
1704,15373,Role Models,Comedy
1705,318846,The Big Short,Comedy
1709,2018,The Wedding Planner,Comedy
1711,9428,The Royal Tenenbaums,Comedy
1713,137093,Last Vegas,Comedy
1715,9778,Serendipity,Comedy
1717,9398,Zoolander,Comedy
1719,10439,Hocus Pocus,Comedy
1720,3638,No Reservations,Comedy
1732,10025,Just My Luck,Comedy
1737,10317,Our Brand Is Crisis,Comedy
1740,13092,How to Lose Friends & Alienate People,Comedy
1745,4964,Knocked Up,Comedy
1747,13490,Welcome Home Roscoe Jenkins,Comedy
1752,9583,Divine Secrets of the Ya-Ya Sisterhood,Comedy
1756,63574,Joyful Noise,Comedy
1773,31582,Flawless,Comedy
1775,8944,What Just Happened,Comedy
1777,37028,The Magic Flute,Comedy
1779,10330,Freaky Friday,Comedy
